,team2_id,team2_score,team1_id,team1_score,WLoc,num_ot,team2_position,team1_position,team2_seed,team1_seed,strongseed,weakseed,team2_region,team1_region,slot,team2_teamname,team1_teamname,season,host,host_lat,host_long,team2_lat,team2_long,team1_lat,team1_long,team2_coach_id,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_coach_id,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_ap_final,team2_ap_preseason,team2_coaches_before_final,team2_coaches_preseason,team1_ap_final,team1_ap_preseason,team1_coaches_before_final,team1_coaches_preseason,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,game_id,result
566,1181,70,1345,57,N,0,X01,X04,1,4,1,4,X,X,R3X1,Duke,Purdue,2010,st_louis,38.6272,-90.1978,36.00159,-78.94226,40.428206,-86.914435,mike-krzyzewski-1,25,25,18,18,10,10,789,220,862,279,29,5,29,5,matt-painter-1,3,4,1,1,0,0,110,55,135,60,27,5,27,5,4,9,3,8,6,7,11,7,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789,49.6713,31.8569,72.3179,12.1896,41.6102,35.3167,71.4706,6.6472,30.0102,28.1622,56.8627,51.289,0.1051,0.0779,67.6228,66.6843,114.7741,116.9563,91.28,89.2061,66.7383,67.1506,106.5055,107.2779,91.454,88.7593,2010-1181-1345,0
567,1277,59,1320,52,N,0,Y05,Y09,5,9,5,9,Y,Y,R3Y1,Michigan St,Northern Iowa,2010,houston,29.7604,-95.3698,42.72476,-84.473639,42.514923,-92.459703,tom-izzo-1,12,12,8,8,5,5,360,145,360,145,24,8,24,8,ben-jacobson-4,1,1,0,0,0,0,87,42,87,42,28,4,28,4,11,2,12,2,,,24,,51.6404,34.375,68.4555,9.5497,45.1087,32.8477,70.9828,6.168,26.3056,36.9555,62.2177,55.7298,0.0987,0.0991,47.5046,35.3566,75.814,6.4103,44.7802,33.279,69.0428,6.3771,37.8518,35.9531,49.1299,45.1659,0.0958,0.0788,66.673,67.1159,108.3923,109.2147,95.4326,91.952,59.0766,59.9,107.2686,106.1109,91.6915,89.2475,2010-1277-1320,0
568,1397,76,1326,73,N,0,Y06,Y02,6,2,2,6,Y,Y,R3Y2,Tennessee,Ohio St,2010,houston,29.7604,-95.3698,35.955093,-83.929696,39.998389,-83.009001,bruce-pearl-1,4,6,2,3,0,0,123,45,209,83,25,8,25,8,thad-matta-1,3,7,1,2,1,1,154,53,256,84,27,7,27,7,15,10,14,11,5,16,6,17,51.7749,32.0117,67.0968,10.7399,45.6643,29.7158,69.5284,10.5157,31.3247,38.1093,53.2795,52.3632,0.1116,0.0865,54.8062,38.9831,69.6503,12.1894,45.1087,33.7001,70.9981,5.814,35.4354,36.0794,55.4425,55.8111,0.1086,0.0818,70.697,69.4883,103.3137,104.1957,91.9579,89.8789,64.7507,65.8241,113.6388,116.1582,94.1432,92.6564,2010-1397-1326,0
569,1139,63,1243,56,N,0,Z05,Z02,5,2,2,5,Z,Z,R4Z1,Butler,Kansas St,2010,salt_lake_city,40.75,-111.8833,39.840662,-86.171791,39.188616,-96.581077,brad-stevens-1,2,2,0,0,0,0,84,14,84,14,28,4,28,4,frank-martin-1,1,1,0,0,0,0,69,31,69,31,26,7,26,7,12,11,8,10,9,,7,,50.8696,34.1656,73.7723,6.4955,46.148,31.6993,67.8625,10.4348,39.8221,31.6116,54.9112,50.559,0.1093,0.0818,48.9951,36.0176,66.8539,13.3624,45.1707,33.7229,70.2991,8.2467,32.1261,30.3138,54.6695,51.4563,0.1038,0.0969,64.5273,65.1617,108.4929,108.1695,92.5372,89.6286,72.0244,71.048,109.5895,113.9432,95.6136,91.5124,2010-1139-1243,0
570,1452,73,1246,66,N,0,W02,W01,2,1,1,2,W,W,R4W1,West Virginia,Kentucky,2010,syracuse,43.0469,-76.1444,39.63468,-79.953926,38.028081,-84.510698,bob-huggins-1,2,17,1,5,0,1,76,29,594,215,27,6,27,6,john-calipari-1,0,11,0,7,0,2,32,2,477,142,32,2,32,2,7,8,5,9,2,4,2,5,47.9356,33.7714,70.3917,11.3887,46.0691,32.3529,67.8981,7.8376,34.7489,32.1873,62.4204,52.2727,0.0859,0.0944,54.5752,33.142,66.9072,17.7662,41.1496,31.2899,68.8501,7.7778,31.2977,33.8375,53.3771,47.6571,0.1036,0.0969,63.9891,63.413,111.9112,115.8246,97.7246,92.8376,70.2518,69.4026,111.7162,111.7599,92.0294,89.6768,2010-1452-1246,0
571,1181,78,1124,71,N,0,X01,X03,1,3,1,3,X,X,R4X1,Duke,Baylor,2010,st_louis,38.6272,-90.1978,36.00159,-78.94226,31.545956,-97.119359,mike-krzyzewski-1,25,25,18,18,10,10,789,220,862,279,29,5,29,5,scott-drew-1,1,1,0,0,0,0,106,102,126,113,25,7,25,7,4,9,3,8,21,,21,,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789,52.9985,38.1847,72.8933,17.1091,41.2979,33.6146,67.9887,6.3718,32.3872,34.3977,50.7886,57.9474,0.0962,0.0899,67.6228,66.6843,114.7741,116.9563,91.28,89.2061,67.519,65.8184,112.7598,117.53,98.0898,95.608,2010-1181-1124,0
572,1277,70,1397,69,N,0,Y05,Y06,5,6,5,6,Y,Y,R4Y1,Michigan St,Tennessee,2010,houston,29.7604,-95.3698,42.72476,-84.473639,35.955093,-83.929696,tom-izzo-1,12,12,8,8,5,5,360,145,360,145,24,8,24,8,bruce-pearl-1,4,6,2,3,0,0,123,45,209,83,25,8,25,8,11,2,12,2,15,10,14,11,51.6404,34.375,68.4555,9.5497,45.1087,32.8477,70.9828,6.168,26.3056,36.9555,62.2177,55.7298,0.0987,0.0991,51.7749,32.0117,67.0968,10.7399,45.6643,29.7158,69.5284,10.5157,31.3247,38.1093,53.2795,52.3632,0.1116,0.0865,66.673,67.1159,108.3923,109.2147,95.4326,91.952,70.697,69.4883,103.3137,104.1957,91.9579,89.8789,2010-1277-1397,0
573,1139,52,1277,50,N,0,Z05,Y05,5,5,5,5,Z,Y,R5YZ,Butler,Michigan St,2010,indianapolis,39.791,-86.148,39.840662,-86.171791,42.72476,-84.473639,brad-stevens-1,2,2,0,0,0,0,84,14,84,14,28,4,28,4,tom-izzo-1,12,12,8,8,5,5,360,145,360,145,24,8,24,8,12,11,8,10,11,2,12,2,50.8696,34.1656,73.7723,6.4955,46.148,31.6993,67.8625,10.4348,39.8221,31.6116,54.9112,50.559,0.1093,0.0818,51.6404,34.375,68.4555,9.5497,45.1087,32.8477,70.9828,6.168,26.3056,36.9555,62.2177,55.7298,0.0987,0.0991,64.5273,65.1617,108.4929,108.1695,92.5372,89.6286,66.673,67.1159,108.3923,109.2147,95.4326,91.952,2010-1139-1277,0
574,1181,78,1452,57,N,0,X01,W02,1,2,1,2,X,W,R5WX,Duke,West Virginia,2010,indianapolis,39.791,-86.148,36.00159,-78.94226,39.63468,-79.953926,mike-krzyzewski-1,25,25,18,18,10,10,789,220,862,279,29,5,29,5,bob-huggins-1,2,17,1,5,0,1,76,29,594,215,27,6,27,6,4,9,3,8,7,8,5,9,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789,47.9356,33.7714,70.3917,11.3887,46.0691,32.3529,67.8981,7.8376,34.7489,32.1873,62.4204,52.2727,0.0859,0.0944,67.6228,66.6843,114.7741,116.9563,91.28,89.2061,63.9891,63.413,111.9112,115.8246,97.7246,92.8376,2010-1181-1452,0
575,1181,61,1139,59,N,0,X01,Z05,1,5,1,5,X,Z,R6CH,Duke,Butler,2010,indianapolis,39.791,-86.148,36.00159,-78.94226,39.840662,-86.171791,mike-krzyzewski-1,25,25,18,18,10,10,789,220,862,279,29,5,29,5,brad-stevens-1,2,2,0,0,0,0,84,14,84,14,28,4,28,4,4,9,3,8,12,11,8,10,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789,50.8696,34.1656,73.7723,6.4955,46.148,31.6993,67.8625,10.4348,39.8221,31.6116,54.9112,50.559,0.1093,0.0818,67.6228,66.6843,114.7741,116.9563,91.28,89.2061,64.5273,65.1617,108.4929,108.1695,92.5372,89.6286,2010-1181-1139,0
576,1155,70,1412,52,N,0,W12a,W12b,12,12,12,12,W,W,W12,Clemson,UAB,2011,dayton,39.7594,-84.1917,34.677329,-82.834463,33.50223,-86.80917,brad-brownell-1,0,3,0,0,0,0,22,11,189,96,22,11,22,11,mike-davis-6,1,5,0,1,0,1,106,56,221,135,21,8,21,8,,,,,,,,,49.5405,34.4444,70.128,13.2184,43.5961,33.1046,70.9729,8.7719,34.4828,32.3709,54.9383,52.7624,0.1214,0.1009,50.3408,34.2407,71.7349,8.1581,45.6686,31.0139,70.3097,9.9318,40.4638,29.7281,55.5556,48.4979,0.0817,0.0927,65.4015,65.0122,103.777,106.7393,92.3219,90.6585,63.0989,62.9372,106.8412,107.0116,96.0616,95.425,2011-1155-1412,0
577,1421,81,1114,77,N,1,Y16b,Y16a,16,16,16,16,Y,Y,Y16,UNC Asheville,Ark Little Rock,2011,dayton,39.7594,-84.1917,35.616618,-82.565259,34.726644,-92.341835,eddie-biedenbach-1,1,1,0,0,0,0,216,231,245,282,20,13,20,13,steve-shields-1,1,1,0,0,0,0,131,111,131,111,18,16,18,16,,,,,,,,,49.0242,32.244,70.6044,11.5517,46.2069,34.1338,68.6331,8.8212,26.3793,33.4481,55.6701,54.1497,0.1243,0.1065,42.4366,39.3162,69.7009,7.0922,50.0887,34.1021,70.67,10.2208,32.3562,34.9856,51.0013,54.9223,0.0863,0.0634,69.4649,68.8931,101.2503,99.7224,96.3787,97.4195,64.6609,65.3314,101.967,99.5586,103.5429,103.7493,2011-1421-1114,0
578,1427,70,1106,61,N,0,W16b,W16a,16,16,16,16,W,W,W16,UT San Antonio,Alabama St,2011,dayton,39.7594,-84.1917,29.582418,-98.621386,32.364317,-86.295677,brooks-thompson-1,0,0,0,0,0,0,78,76,78,76,20,13,20,13,lewis-jackson-2,2,2,0,0,0,0,96,91,96,91,16,17,16,17,,,,,,,,,46.4711,35.6551,71.8795,6.4426,47.9925,33.9105,70.4969,9.6242,35.5962,39.2857,53.3241,55.5407,0.098,0.0853,44.4631,29.1139,61.1529,12.934,43.75,35.7143,69.0888,7.047,31.6905,29.8417,55.7164,56.8483,0.1089,0.1093,68.8086,67.7934,102.4857,101.6141,102.8142,105.8219,66.2118,65.0064,92.0314,93.231,96.5229,104.108,2011-1427-1106,0
579,1433,59,1425,46,N,0,Z11b,Z11a,11,11,11,11,Z,Z,Z11,VA Commonwealth,USC,2011,dayton,39.7594,-84.1917,37.547631,-77.453597,34.021058,-118.283858,shaka-smart-1,0,0,0,0,0,0,50,20,50,20,23,11,23,11,kevin-oneill-1,1,4,0,1,0,0,34,28,205,208,18,14,18,14,,,,,,,,,48.0153,36.9684,71.4806,9.0968,48.668,33.5855,67.7763,11.4504,41.1765,30.0455,60.2273,53.3471,0.1239,0.0884,48.5259,35.3553,65.1235,8.3871,44.3548,33.5088,70.1378,7.8884,31.4956,31.4917,49.4465,46.1538,0.0905,0.0764,65.6189,66.4987,107.977,109.1301,101.8681,101.0565,64.5814,63.3222,103.0684,106.3344,97.0232,94.1211,2011-1433-1425,0
580,1139,60,1330,58,N,0,Y08,Y09,8,9,8,9,Y,Y,R1Y8,Butler,Old Dominion,2011,tulsa,36.1314,-95.9372,39.840662,-86.171791,36.884919,-76.309653,brad-stevens-1,3,3,1,1,1,1,112,24,112,24,23,9,23,9,blaine-taylor-1,3,5,0,0,0,0,215,109,356,175,27,6,27,6,,17,,18,,,,,47.9463,35.213,72.4138,4.5382,48.0096,32.1739,67.4142,8.7678,38.6628,35.4573,49.0991,48.4848,0.0895,0.0821,48.1481,32.8713,66.8122,13.2246,42.7536,36.5672,62.5,7.7853,27.6258,37.7678,60.3985,59.4142,0.113,0.0952,65.4577,64.4187,109.5098,110.4816,98.0368,97.4949,60.9557,61.4035,108.0705,108.3572,95.3452,94.7348,2011-1139-1330,0
581,1140,74,1459,66,N,0,Y03,Y14,3,14,3,14,Y,Y,R1Y3,BYU,Wofford,2011,chicago,41.8369,-87.6847,40.250851,-111.649281,34.957914,-81.934572,dave-rose-1,4,4,0,0,0,0,157,44,157,44,30,4,30,4,mike-young-1,1,1,0,0,0,0,137,138,137,138,21,12,21,12,8,24,12,,,,,,50.2187,35.9281,76.2188,9.9591,45.2251,33.2815,68.7853,8.8192,37.8342,30.4884,52.0728,51.8814,0.1132,0.0808,50.4412,39.9594,69.2802,6.8966,48.757,34.8148,71.8329,8.0882,26.6055,30.2182,55.1529,45.8543,0.1007,0.0896,71.2216,71.1552,113.2313,116.8365,95.1031,95.5921,64.4151,64.5726,112.4804,110.9243,103.3314,103.7717,2011-1140-1459,0
582,1153,78,1281,63,N,0,X06,X11,6,11,6,11,X,X,R1X6,Cincinnati,Missouri,2011,denver,39.7392,-104.9903,39.131159,-84.51428,38.626527,-90.336949,mick-cronin-1,0,2,0,0,0,0,86,76,155,100,25,8,25,8,mike-anderson-1,2,5,1,2,0,0,111,56,200,97,23,10,23,10,25,,,,,15,,15,48.7578,33.7942,66.8464,10.2219,44.691,32.3864,70.3002,7.764,33.574,29.4972,58.6085,55.102,0.1151,0.0914,50.1754,36.2364,73.4838,12.2172,48.4163,34.3066,69.3316,6.5965,31.0928,29.2423,56.3291,53.8554,0.1317,0.0775,63.942,64.1785,107.0048,108.1173,92.5232,90.9198,72.6058,72.1446,109.8463,111.5584,98.1257,97.0937,2011-1153-1281,0
583,1163,81,1137,52,N,0,X03,X14,3,14,3,14,X,X,R1X3,Connecticut,Bucknell,2011,denver,39.7392,-104.9903,41.808215,-72.249537,40.954489,-76.886275,jim-calhoun-1,16,21,12,12,3,3,603,231,851,368,26,9,26,9,david-paulsen-1,0,0,0,0,0,0,46,48,46,48,25,8,25,8,21,,8,,,,,,47.6717,32.9114,76.2774,13.5714,42.381,32.7068,67.9699,8.3236,29.2713,32.2034,50.7123,51.4902,0.0948,0.0915,46.6929,40,78.831,8.8555,44.1103,31.6932,69.7428,7.0079,31.5364,36.5996,59.3712,56.4926,0.071,0.0825,66.2195,66.2648,108.5852,113.8185,98.411,93.8292,66.2316,66.2722,106.5111,104.3282,95.5434,97.1023,2011-1163-1137,0
584,1196,79,1364,51,N,0,Y02,Y15,2,15,2,15,Y,Y,R1Y2,Florida,Santa Barbara,2011,chicago,41.8369,-87.6847,29.638248,-82.361195,34.415462,-119.848071,billy-donovan-1,10,10,4,4,3,3,357,146,392,166,26,7,26,7,bob-williams-1,2,2,0,0,0,0,217,169,217,169,18,13,18,13,12,9,13,11,,,,,51.6878,35.303,66.8456,9.4585,47.4368,31.0595,67.1875,8.2278,31.7003,33.2208,53.8223,48.3352,0.0913,0.0938,49.5876,36.6372,76.2238,12.0388,43.1068,36.5554,70.0148,6.8041,36.8078,35.5847,60.1744,59.0491,0.1094,0.0927,63.8638,63.9187,109.4048,113.4598,96.6258,95.2289,65.2696,65.4064,103.0726,102.0934,100.0114,98.7375,2011-1196-1364,0
585,1211,86,1385,71,N,0,Y11,Y06,11,6,6,11,Y,Y,R1Y6,Gonzaga,St John's,2011,chicago,41.8369,-87.6847,47.668144,-117.403062,40.721979,-73.795301,mark-few-1,11,11,4,4,0,0,315,82,315,82,24,9,24,9,steve-lavin-1,0,6,0,5,0,0,21,11,166,89,21,11,21,11,,12,,12,17,,19,,51.8791,36.1059,76.2389,10.1569,42.692,36.9436,70.2417,7.2218,28.0488,35.756,57.5419,47.7807,0.1051,0.0965,49.3314,33.4895,71.0089,9.1977,47.5538,37.1512,70.1754,9.584,24.0835,39.9883,51.6729,66.5765,0.1209,0.0918,68.0286,67.6701,110.5722,109.1328,95.2322,94.939,66.3967,67.1927,105.087,109.463,99.4569,94.1892,2011-1211-1385,0
586,1243,73,1429,68,N,0,Y05,Y12,5,12,5,12,Y,Y,R1Y5,Kansas St,Utah St,2011,denver,39.7392,-104.9903,39.188616,-96.581077,41.740748,-111.81391,frank-martin-1,2,2,1,1,0,0,94,42,94,42,22,10,22,10,stew-morrill-1,7,8,0,0,0,0,324,102,542,240,30,3,30,3,19,3,24,3,23,,17,,46.4286,37.3984,65.9232,11.7314,45.1456,35.1738,71.0997,8.8889,32.8,28.3478,56.319,49.1781,0.0873,0.0952,51.6511,35.6747,73.6278,8.982,42.515,30.0687,67.7686,7.9594,31.417,33.2381,58.5305,52.0833,0.0728,0.0831,69.252,68.0353,104.7892,107.584,95.7427,92.0743,64.0098,63.7416,110.5461,108.3966,89.8974,89.7383,2011-1243-1429,0
